DATE				SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat
DD-HH				DAWS	-139.11	64.05		FSIM	-121.23	61.76		FSMI	-111.95	60.02		GILL	-94.64	56.38		MCMU	-111.21	56.66		RANK	-92.11	62.82		TALO	-93.55	69.54		WGRY	-120.03	51.88		BRD	-99.97	49.87		CBB	-105.03	69.12		FCC	-94.09	58.76		IQA	-68.52	63.75		MEA	-113.35	54.62		OTT	-75.55	45.4		RES	-94.89	74.69		STJ	-52.68	47.6		VIC	-123.42	48.52		

				max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			
22-15				139.45				71.69				40.26				27.01				16.41				51.3				86.93				11.18				14.05				72.04				26.85				60.05				11.92				12.34				41.39				14.13				8.63		
22-16				47.67				27.26				22.12				18.69				14.46				35.5				79.33				8.39				8.84				86.4				23.03				56.68				10.86				16.32				49.87				14.34				7.99		
22-17				29.64				33.39				24.95				26.81				18.75				44.0				89.33				14.61				16.32				83.87				27.6				55.15				16.56				11.83				72.71				10.72				10.1		
22-18				22.48				26.76				19.87				20.65				19.57				33.33				66.69				15.94				18.17				56.97				18.51				35.99				16.46				8.02				46.88				7.73				10.56		
22-19				25.34				34.27				18.32				29.16				10.15				45.33				96.52				7.84				10.4				87.71				22.83				76.84				7.81				13.01				42.12				9.75				8.55		
22-20				18.98				14.83				12.44				16.97				10.28				42.0				70.55				10.4				7.95				60.14				17.63				45.47				9.02				10.26				29.28				7.56				9.34		
22-21				19.56				72.14				15.62				28.89				10.95				64.3				72.23				9.41				9.78				72.14				24.6				56.71				11.21				10.73				46.0				7.19				10.29		
22-22				22.88				16.69				15.97				19.12				10.97				35.76				45.36				6.21				8.59				35.67				13.24				41.78				7.7				3.68				32.44				5.55				6.85		
22-23				37.64				27.35				17.36				70.85				12.9				31.7				35.85				10.9				8.58				42.28				16.69				17.99				10.17				5.7				27.47				4.02				7.43		
22-24				32.94				24.66				16.1				15.48				10.34				36.16				37.11				9.52				5.67				61.11				14.68				57.22				8.5				8.26				28.15				12.5				7.37		
23-01				17.44				15.54				11.12				11.33				7.53				46.97				18.13				6.99				5.66				36.02				14.31				33.37				7.03				5.57				18.11				8.7				4.59		
23-02				15.62				13.64				17.16				24.76				10.52				49.8				26.88				10.62				6.93				23.42				43.18				177.18				7.62				10.36				26.16				17.15				5.96		
23-03				18.11				17.97				17.43				37.36				13.38				98.67				24.18				9.06				11.5				16.99				59.83				353.56				11.29				10.94				17.35				13.55				6.84		
23-04				22.13				24.51				27.58				35.88				11.82				66.02				23.57				7.88				9.06				27.86				69.29				95.24				9.16				5.6				20.63				9.69				5.53		
23-05				37.66				57.7				69.31				65.32				36.36				456.15				119.7				20.03				16.36				99.62				184.04				192.2				25.77				12.48				37.52				13.93				13.13		
23-06				33.33				39.97				42.21				38.42				23.72				180.28				105.85				13.59				9.57				123.89				70.11				159.72				18.46				8.05				32.42				13.45				10.55		
23-07				21.86				37.58				39.57				34.52				15.41				57.97				21.47				6.83				6.42				32.56				69.45				65.45				9.86				4.48				18.06				4.22				4.9		
23-08				54.69				110.34				80.85				21.02				25.51				47.05				25.13				12.73				8.25				34.74				48.37				31.88				16.88				5.4				18.01				5.45				8.89		
23-09				85.03				113.68				63.93				27.41				20.91				51.68				23.95				15.1				9.65				25.76				37.19				63.07				16.33				7.79				16.35				7.23				9.45		
23-10				101.71				56.38				68.62				28.42				19.49				60.49				31.2				11.33				7.04				22.67				57.37				72.75				10.64				3.2				20.42				3.23				8.47		
23-11				85.13				55.57				46.27				24.64				17.6				51.45				39.54				10.8				8.8				36.67				34.81				59.01				12.08				6.52				25.37				6.78				8.36		
23-12				19.47				97.23				75.89				29.08				37.2				104.02				56.28				26.48				11.77				48.46				49.12				52.89				27.02				5.99				35.1				10.57				19.47		
23-13				9.62				64.15				65.19				28.04				24.33				84.98				31.17				12.77				6.23				27.14				47.25				44.92				15.24				6.8				22.78				15.15				9.62		
23-14				102.48				103.05				69.26				32.56				23.79				107.24				59.98				8.72				14.29				61.22				41.75				51.71				14.68				13.26				42.7				9.86				6.51		
23-15				42.51				47.49				35.71				30.62				21.65				53.6				93.04				12.0				12.12				77.12				25.92				58.36				17.11				11.23				37.31				15.07				7.65		
23-16				26.54				35.62				28.66				26.3				18.64				37.83				54.75				12.33				14.83				66.93				20.9				37.74				16.11				15.87				24.69				16.25				9.05		
23-17				39.0				51.74				37.45				38.95				20.07				42.61				181.1				14.89				13.13				217.7				22.68				74.33				18.65				14.2				67.59				11.36				8.82		
23-18				44.82				43.04				29.91				40.4				18.7				46.72				98.08				11.98				13.73				103.53				20.36				46.51				17.32				10.18				54.59				11.84				7.68		
23-19				24.83				24.41				15.64				22.65				16.1				20.38				51.02				19.15				14.98				29.92				14.76				28.18				11.88				8.15				37.49				9.97				13.36		
23-20				27.37				23.21				17.76				25.98				20.68				32.79				46.38				19.08				13.72				54.18				19.04				38.43				17.96				10.82				26.42				8.91				15.17		
23-21				16.34				13.65				11.65				16.27				7.28				13.89				31.07				7.29				6.42				27.84				8.55				18.89				5.7				7.69				22.24				3.94				6.41		
23-22				11.49				13.12				8.56				11.39				6.42				11.56				23.78				6.1				7.24				11.21				9.14				15.37				5.55				4.45				15.17				3.89				4.24		
23-23				29.04				25.62				22.61				31.78				16.66				32.55				33.53				13.56				8.33				41.87				22.12				28.23				15.6				6.08				23.4				4.9				10.38		
23-24				5.85				11.67				5.83				8.29				5.7				11.56				11.02				6.37				4.64				9.13				5.24				16.52				6.12				4.03				6.72				2.45				5.16		
24-01				10.17				16.46				5.67				7.38				5.64				8.74				12.26				4.75				3.08				8.52				5.17				8.49				4.0				2.99				7.19				2.29				2.93		
24-02				16.48				18.49				8.9				14.05				8.13				14.1				12.42				7.49				6.16				12.02				8.89				13.53				7.69				5.35				8.48				4.14				5.56		
24-03				10.36				9.09				5.18				7.34				5.36				13.55				11.07				5.81				4.1				8.06				6.31				42.75				4.17				4.56				8.31				4.92				4.05		
24-04				14.25				8.16				9.31				9.29				6.61				20.8				16.14				6.59				5.31				9.46				8.64				19.02				6.26				4.86				6.78				4.21				5.97		
24-05				12.45				9.97				8.81				12.25				5.3				10.82				15.82				5.84				5.31				11.34				14.27				22.07				5.67				5.02				9.88				4.04				4.62		
24-06				7.19				11.05				14.75				17.36				6.98				40.33				12.86				4.29				4.67				11.99				43.54				34.61				4.58				5.54				8.37				4.9				2.68		
24-07				44.41				119.46				103.89				79.75				38.28				247.94				69.72				20.18				19.14				111.08				153.9				107.55				27.08				12.62				31.53				13.05				13.57		
24-08				35.48				46.28				60.09				62.2				28.15				119.93				42.82				15.88				10.44				52.1				98.09				84.18				18.63				9.71				24.19				9.46				10.44		
24-09				18.02				34.54				28.62				22.49				11.81				100.24				36.23				4.92				4.42				52.1				32.23				43.0				6.72				6.39				19.1				6.62				3.0		
24-10				126.23				156.03				118.66				39.91				29.35				62.71				30.27				11.02				12.64				30.88				72.8				66.72				16.99				8.69				25.97				6.26				8.38		
24-11				176.48				176.66				134.74				46.15				40.08				91.98				21.97				20.63				13.49				30.67				71.1				67.81				27.07				6.36				14.37				6.57				16.26		
24-12				99.28				86.66				66.27				38.19				32.39				103.95				34.84				19.04				12.55				46.77				54.4				53.96				23.72				7.59				25.83				9.83				14.54		
24-13				82.14				66.65				37.16				14.08				16.7				59.66				26.55				10.82				6.85				33.95				18.48				26.01				12.77				14.76				18.52				12.82				7.73		
24-14				19.67				21.46				19.01				22.94				11.33				48.46				50.87				7.72				10.52				42.69				25.37				36.36				9.47				15.75				21.53				14.26				4.34		
24-15				10.83				22.3				11.9				14.71				8.38				17.34				42.52				5.9				9.38				37.07				13.68				23.91				7.25				11.75				20.49				18.02				3.64		
24-16				10.52				11.61				10.64				14.98				7.06				22.18				49.98				5.01				7.23				35.95				15.37				24.26				5.95				16.51				30.15				18.01				3.29		
24-17				12.7				14.49				12.68				16.27				9.32				16.42				48.0				6.6				12.31				46.91				13.49				23.1				7.86				22.55				28.4				12.94				7.38		
24-18				8.93				10.34				9.21				15.0				14.07				13.86				48.31				11.0				19.9				29.15				11.05				37.45				14.34				14.24				47.79				12.36				6.96		
24-19				32.83				32.32				25.21				19.74				28.17				22.82				50.52				30.86				18.33				44.64				15.72				26.17				25.1				8.48				45.17				16.1				25.99		
24-20				19.91				16.68				15.72				17.74				19.91				15.56				40.28				19.52				15.14				23.92				12.8				30.21				18.25				26.7				29.88				7.45				16.67		
24-21				13.72				14.5				12.43				15.54				10.58				27.61				36.39				10.02				10.94				48.5				12.87				16.74				10.9				6.49				22.56				4.33				9.97		
24-22				15.74				14.87				15.1				16.7				10.82				29.93				24.15				10.94				10.11				24.7				15.47				44.7				10.0				5.96				23.02				8.06				9.93		
24-23				14.09				12.5				11.0				12.35				8.84				29.23				26.28				9.6				6.19				27.69				12.74				44.96				8.15				4.91				21.81				6.08				9.25		
24-24				23.83				22.17				17.0				24.49				13.07				26.79				36.46				11.68				8.62				43.76				24.05				58.72				12.68				6.86				20.43				4.93				8.14		
25-01				30.2				29.09				22.65				21.52				14.04				31.18				27.41				10.71				7.42				38.73				24.16				33.42				11.69				4.49				14.91				4.34				6.78		
25-02				24.64				22.6				20.84				18.29				11.49				34.52				25.54				8.93				5.48				25.02				19.52				36.42				8.67				4.5				20.75				4.42				5.56		
25-03				19.17				14.42				14.49				33.66				9.52				60.26				21.15				6.98				10.7				25.94				32.72				122.23				6.37				10.42				19.14				10.3				3.77		
25-04				12.05				17.42				16.96				45.82				13.3				43.84				16.21				6.26				12.9				10.19				51.65				217.32				9.77				11.78				11.53				12.49				4.97		
25-05				20.1				33.78				32.12				55.05				21.49				333.19				50.24				12.92				15.59				36.73				108.18				330.29				15.5				10.57				23.26				9.7				9.0		
25-06				27.17				51.04				49.91				53.54				23.85				290.11				39.47				14.84				15.57				29.6				74.6				162.25				15.84				16.82				19.83				16.62				10.43		
25-07				14.38				53.64				87.18				32.19				25.7				113.11				35.43				8.01				7.05				37.73				64.96				53.67				12.37				7.1				16.27				7.74				6.2		
25-08				11.99				33.0				51.54				12.03				12.21				31.61				13.35				6.91				4.92				18.61				22.66				31.09				7.09				2.44				8.48				1.82				3.89		
25-09				42.23				93.53				71.92				22.13				17.78				32.54				32.0				3.72				4.68				11.88				41.32				68.39				8.77				5.92				23.8				8.57				3.31		
25-10				259.52				304.12				235.9				109.82				99.61				118.06				61.32				26.11				20.47				71.04				141.53				79.7				52.8				11.12				44.09				11.44				19.2		
25-11				147.25				247.26				221.81				104.92				81.08				199.09				63.51				19.58				22.68				58.47				140.65				186.79				43.26				16.13				27.73				15.92				12.61		
25-12				68.32				72.94				65.31				55.02				37.78				211.03				129.06				23.7				23.82				96.2				72.38				194.96				31.04				24.86				48.02				31.36				16.49		
25-13				65.39				61.05				55.57				37.69				28.58				121.05				103.71				16.37				17.03				81.13				49.62				81.97				21.99				19.44				61.57				20.52				12.12		
25-14				29.39				29.19				19.53				23.15				9.3				46.15				46.0				8.5				9.03				36.55				18.39				38.18				6.99				12.03				26.01				16.39				4.92		
25-15				40.53				69.53				66.81				81.37				37.58				206.58				158.97				23.58				25.44				175.27				80.31				153.72				33.11				17.2				35.37				19.26				14.04		
25-16				26.21				29.05				23.95				25.81				16.9				46.06				108.6				13.57				16.58				115.58				23.9				40.71				15.52				14.87				76.73				21.66				11.44		
25-17				47.4				47.8				40.39				37.98				27.89				57.1				131.32				24.69				22.19				144.05				31.86				49.38				24.86				19.4				63.15				10.69				17.81		
25-18				56.35				110.2				36.71				33.61				23.34				61.09				109.93				16.23				23.64				150.29				27.89				84.61				19.3				21.17				49.06				15.97				11.25		
25-19				38.11				33.42				25.25				28.62				20.82				38.33				75.86				25.48				19.82				70.48				27.25				55.34				17.88				15.07				33.29				11.7				17.37		
25-20				43.54				58.28				37.03				55.55				26.81				96.05				73.11				19.7				16.38				117.21				46.89				83.34				22.34				12.51				55.52				12.86				18.44		
25-21				52.25				41.6				34.37				41.6				27.9				50.19				52.18				21.77				17.22				48.5				27.39				50.51				26.13				11.91				42.22				9.2				16.62		
25-22				43.86				42.83				36.81				48.25				27.74				72.64				87.67				23.32				14.95				113.04				47.94				48.15				24.02				11.7				65.95				12.81				18.45		
25-23				30.84				28.19				20.1				22.02				17.37				35.95				42.68				18.73				10.77				46.54				18.51				47.46				16.67				5.35				52.93				3.58				15.05		
25-24				24.84				32.95				30.23				44.34				20.45				77.76				44.91				12.84				7.76				81.23				40.92				55.71				16.97				7.33				26.23				6.95				8.72		
26-01				24.29				61.91				91.27				85.8				37.64				263.16				106.86				17.52				25.34				69.71				134.95				809.84				25.2				24.17				98.63				26.53				13.63		
26-02				34.44				71.9				80.94				63.22				35.32				205.91				86.32				19.0				15.69				88.63				95.09				213.47				20.43				16.39				74.51				21.92				14.27		
26-03				24.24				15.34				9.67				14.27				9.51				30.47				24.79				7.18				5.32				27.89				9.1				169.68				6.33				4.88				11.65				8.32				5.19		
26-04				21.97				19.41				11.87				15.5				9.53				18.19				21.99				8.02				6.91				20.43				12.18				38.1				7.78				6.88				18.62				6.63				4.72		
26-05				24.58				18.55				12.74				12.92				9.27				25.87				20.28				5.47				4.9				22.13				18.23				125.08				7.74				4.64				12.53				5.54				3.07		
26-06				26.18				22.49				14.79				25.64				12.55				39.85				23.55				12.32				10.29				26.01				24.03				65.21				11.89				9.42				18.99				11.76				7.83		
26-07				15.05				18.19				13.01				22.15				9.46				37.83				15.73				9.41				8.23				27.5				23.39				43.41				9.48				7.05				13.1				7.65				7.47		
26-08				8.52				14.67				13.31				15.03				6.05				38.73				13.76				5.62				4.28				16.75				18.36				48.86				5.08				2.98				14.4				3.78				3.89		
26-09				22.5				22.1				14.85				18.57				8.74				33.48				12.05				8.53				7.94				13.24				17.69				40.99				8.36				6.51				12.56				7.25				6.0		
26-10				23.28				20.92				13.93				15.54				8.93				25.83				14.64				8.14				5.85				13.2				13.97				40.02				7.45				5.06				15.46				5.45				6.51		
26-11				226.95				264.26				176.9				91.54				72.41				84.52				47.48				29.04				22.91				53.97				82.76				77.55				49.45				12.84				46.52				12.28				16.44		
26-12				122.17				112.58				87.0				53.04				36.58				93.08				45.09				12.4				14.76				40.12				48.66				81.7				20.78				12.42				28.22				17.92				8.55		
26-13				87.63				75.61				46.25				51.01				32.91				82.19				82.19				13.58				10.31				65.24				48.43				75.93				21.25				20.13				51.97				19.94				7.87		
26-14				92.08				90.08				72.0				84.53				43.98				140.3				140.3				22.89				25.03				108.4				63.85				146.38				30.57				25.5				86.46				23.98				16.9		
26-15				56.01				42.48				35.06				46.89				23.64				53.58				138.86				14.41				23.21				105.91				37.56				64.83				18.33				18.12				64.04				24.71				10.67		
26-16				42.73				46.44				31.37				43.56				22.88				63.13				106.95				15.69				20.86				97.98				32.96				54.99				19.63				20.47				58.75				25.1				12.29		
26-17				22.1				31.27				29.4				24.56				22.4				33.77				94.1				17.52				16.44				82.42				22.4				34.13				18.55				17.05				53.43				14.46				12.64		
26-18				25.56				41.59				28.6				27.41				21.64				29.1				77.12				19.36				17.15				92.9				18.54				41.43				17.73				16.29				50.27				14.16				10.97		
26-19				29.22				29.74				20.82				20.82				18.08				31.23				92.39				19.89				12.96				70.2				13.5				70.13				16.06				14.45				98.55				14.59				18.34		
26-20				27.73				87.89				26.57				26.57				22.74				53.25				113.82				18.03				24.21				101.05				32.15				58.0				18.62				17.67				79.86				13.08				16.83		
26-21				42.45				32.36				27.5				47.77				23.41				51.49				161.21				16.92				17.55				146.17				30.49				116.77				18.98				15.7				66.31				15.56				14.02		
26-22				41.33				46.34				31.79				58.01				22.08				98.35				109.94				16.32				19.77				133.47				53.13				55.75				18.01				13.97				65.65				13.19				16.36		
26-23				55.51				86.18				74.82				50.15				37.52				81.8				62.55				21.44				18.07				104.45				53.37				152.92				24.53				15.21				44.53				24.44				12.62		
26-24				31.66				49.65				46.05				29.39				23.79				55.94				44.76				18.96				12.06				54.63				29.42				76.97				15.75				8.29				35.93				7.76				10.6		
27-01				32.23				50.96				35.68				21.45				18.65				25.42				30.92				10.33				7.48				33.64				18.04				27.26				10.64				4.16				15.19				4.46				6.81		
27-02				26.97				37.06				20.66				16.99				15.59				21.14				25.24				11.17				6.9				28.98				14.15				47.23				11.43				4.83				12.76				4.87				7.54		
27-03				35.94				65.13				34.11				21.96				20.01				32.16				28.49				10.68				8.81				24.42				29.31				56.91				13.04				6.26				24.29				7.2				6.93		
27-04				21.66				24.84				17.08				24.34				9.8				26.3				16.58				8.2				6.31				20.08				35.34				173.87				8.13				5.42				14.2				6.08				5.43		
27-05				16.9				22.96				18.83				21.35				9.03				30.31				17.66				5.74				6.73				12.47				43.48				162.39				5.75				8.2				13.45				6.46				3.72		
27-06				35.48				101.52				125.31				151.18				60.33				448.15				65.96				28.67				22.16				95.25				301.49				117.48				36.46				18.74				38.1				13.51				18.13		
27-07				82.85				163.94				213.94				248.68				88.44				584.04				128.7				28.82				27.52				281.64				287.25				131.26				53.91				17.84				38.16				17.76				16.61		
27-08				85.27				118.56				113.41				94.72				40.36				166.99				159.71				16.18				9.6				530.28				143.35				138.54				25.65				9.69				25.31				8.76				10.05		
27-09				73.03				88.43				47.73				59.94				24.74				91.76				55.8				12.45				13.24				113.8				99.6				112.1				16.07				9.35				42.39				10.7				9.54		
27-10				87.66				68.3				45.28				31.02				16.65				37.25				27.97				5.17				4.41				35.35				39.74				46.05				9.35				2.92				22.07				3.21				3.18		
27-11				149.17				113.2				84.07				38.53				31.82				60.28				49.21				15.1				13.81				69.32				69.63				52.75				19.87				11.23				28.56				7.32				11.01		
27-12				150.54				109.46				78.33				35.73				31.26				88.17				44.49				19.05				11.63				26.91				61.22				59.79				22.63				7.35				27.6				8.33				13.53		
27-13				53.83				39.08				29.9				24.08				11.73				53.82				24.04				6.98				6.49				26.98				25.4				45.42				8.53				8.52				14.52				11.34				3.8		
27-14				18.25				22.37				16.04				15.43				8.15				31.85				43.01				5.48				7.55				34.91				17.18				36.26				6.28				8.18				16.79				12.42				4.04		
27-15				15.02				16.27				13.92				16.65				9.34				30.38				68.64				5.94				10.11				54.7				14.95				44.35				7.65				10.09				26.49				16.51				4.62		
27-16				12.38				16.04				14.7				20.25				10.65				33.12				58.44				7.96				8.69				54.75				18.85				37.38				9.26				16.99				34.37				9.31				6.06		
27-17				14.55				17.01				14.7				18.95				8.89				25.15				62.21				7.9				9.6				50.81				14.58				31.42				7.91				11.92				45.72				13.1				6.87		
27-18				11.41				14.45				13.46				15.73				14.51				16.07				38.35				10.56				15.23				32.4				12.12				21.66				11.12				9.53				46.1				7.75				7.99		
27-19				17.41				15.89				13.32				16.65				12.94				17.35				49.55				13.0				10.11				40.79				11.39				28.75				12.33				10.48				53.82				9.91				10.49		
27-20				12.3				10.83				7.73				13.17				8.45				14.97				44.54				10.56				7.17				25.08				9.1				20.47				7.44				8.86				29.87				7.01				13.08		
27-21				19.5				12.49				12.71				12.23				9.86				13.22				17.96				12.96				11.23				18.59				10.83				17.27				9.69				10.11				20.33				4.68				11.78		
27-22				10.17				8.51				10.34				11.51				8.88				15.72				20.2				9.21				9.12				22.82				9.05				14.22				8.78				5.11				17.73				1.84				10.45		
27-23				14.01				11.9				10.33				8.97				7.59				16.92				20.09				7.84				4.7				26.01				8.11				12.39				7.05				3.05				16.84				2.41				9.29		
27-24				14.49				11.18				9.44				10.86				7.08				13.87				28.61				7.33				3.05				21.51				6.76				15.37				5.93				1.88				12.3				2.51				5.55		
28-01				7.95				9.95				7.83				8.5				4.31				29.69				28.61				3.66				2.68				32.39				8.27				30.63				3.97				2.49				10.84				2.83				2.51		
28-02				20.06				18.66				22.09				32.68				16.89				52.76				23.14				14.68				14.25				24.6				46.34				221.16				14.87				16.62				26.96				23.52				11.18		
28-03				21.89				17.48				19.26				29.74				14.3				82.48				36.09				12.73				10.68				32.73				32.01				230.53				11.57				9.18				31.56				11.24				9.43		
28-04				11.63				13.36				11.94				12.78				8.68				63.64				40.52				6.17				6.22				26.05				21.56				73.31				6.63				3.9				22.13				5.72				4.29		
28-05				15.13				19.74				11.94				8.08				6.07				21.63				16.85				5.81				4.63				16.13				12.12				35.23				5.2				3.54				17.71				5.25				4.51		
28-06				23.42				38.49				31.13				19.99				16.84				24.85				17.35				10.23				8.1				13.19				46.43				29.09				11.42				5.46				14.37				6.2				8.3		
28-07				33.75				75.59				105.58				77.52				46.69				263.58				79.27				25.32				19.61				98.28				153.67				98.15				33.26				15.05				26.34				9.63				16.83		
28-08				50.84				127.97				116.87				60.88				39.95				144.22				53.63				16.43				16.9				112.28				111.19				83.99				23.37				9.34				34.0				6.79				11.62		
28-09				38.01				91.35				93.54				49.54				31.62				130.81				39.26				8.79				7.75				68.19				95.94				63.15				15.99				6.67				27.1				6.37				6.02		
28-10				22.43				27.24				19.29				13.73				9.47				52.03				34.01				7.37				5.89				37.06				21.4				46.27				7.88				3.89				14.25				4.23				6.36		
28-11				9.86				15.33				8.37				9.92				5.4				17.53				18.72				4.19				4.12				38.84				8.63				19.63				4.55				3.73				10.04				5.7				3.21		
28-12				12.78				12.33				11.13				11.63				7.95				20.61				26.95				6.44				5.13				24.5				11.11				32.98				6.97				4.12				12.18				9.61				5.2		
28-13				6.07				5.65				5.08				5.97				3.93				8.94				8.94				3.6				3.62				22.32				4.78				17.94				3.09				8.16				9.61				14.82				2.55		
28-14				4.46				14.8				4.44				8.12				3.65				8.59				8.59				2.65				6.25				23.56				6.27				13.57				2.67				13.01				10.99				16.29				1.74		
28-15				4.22				6.27				5.79				9.88				6.02				10.55				28.5				4.56				7.6				19.06				7.63				16.68				5.32				13.97				10.3				18.98				3.7		
28-16				7.42				12.54				8.38				9.55				7.45				11.06				34.22				7.35				10.17				29.08				8.73				12.72				7.3				15.96				25.36				19.96				6.58		
28-17				7.44				11.11				10.31				12.83				10.4				17.55				17.55				8.7				14.25				31.59				15.86				16.0				9.28				20.87				28.9				9.86				7.57		
28-18				12.98				16.08				15.25				15.07				16.13				15.05				48.06				15.58				16.01				29.39				13.99				36.51				15.44				20.37				29.05				14.47				13.96		
28-19				9.54				12.88				11.64				17.08				14.42				16.29				43.12				13.85				18.27				40.99				14.95				30.77				11.41				15.12				34.86				12.81				16.54		
28-20				11.24				9.55				10.69				13.39				13.84				9.66				32.34				20.04				13.62				27.79				9.6				13.15				15.35				13.18				26.57				9.92				23.77		
28-21				11.96				16.44				12.01				16.51				11.62				23.33				58.51				15.81				10.8				44.17				11.06				25.08				13.02				10.17				31.22				4.56				15.18		
28-22				9.88				11.77				13.77				10.41				12.63				20.39				26.88				11.26				8.21				28.55				13.87				11.05				9.94				5.21				17.6				2.54				11.2		
28-23				16.8				12.67				13.1				10.06				11.32				18.59				20.4				11.0				7.23				32.29				8.09				35.2				7.89				4.04				13.06				3.87				9.23		
28-24				4.78				9.17				7.17				7.91				5.74				26.17				24.52				5.28				3.88				29.34				7.18				20.92				5.2				3.2				8.68				3.48				4.78		
29-01				11.12				8.67				4.92				7.16				4.69				8.64				12.03				4.23				2.89				16.71				4.88				20.56				4.12				2.18				6.43				2.6				2.97		
29-02				7.15				10.54				4.33				4.46				4.37				10.85				8.23				4.97				2.51				10.6				4.34				24.05				3.73				1.76				9.17				2.73				3.54		
29-03				6.23				3.84				2.94				4.21				2.96				4.7				5.63				3.37				1.88				5.48				2.64				10.47				2.39				1.57				4.21				2.18				2.96		
29-04				9.35				6.85				5.19				6.11				4.68				10.34				9.47				4.97				4.34				8.17				5.06				17.84				4.41				4.29				11.75				3.9				4.02		
29-05				8.7				5.19				3.78				4.96				3.32				8.87				5.11				3.46				2.46				4.97				4.3				13.78				2.96				2.76				5.69				2.92				2.09		
29-06				7.61				5.48				4.61				4.85				2.97				26.95				7.73				2.39				1.59				8.47				5.41				10.61				2.13				1.63				4.71				1.76				1.61		
29-07				10.67				6.98				4.54				3.91				3.4				9.06				4.92				4.27				2.74				4.32				4.64				11.41				3.3				2.63				4.75				2.19				3.31		
29-08				14.75				35.33				24.04				8.28				8.53				12.43				7.65				5.55				3.55				9.07				11.93				14.23				5.55				2.46				7.22				3.02				3.28		
29-09				23.7				50.22				34.99				20.73				12.21				28.75				13.16				6.76				6.32				21.35				32.44				42.03				8.33				5.94				13.94				4.81				5.13		
29-10				40.4				64.47				33.29				14.75				12.92				37.5				14.34				9.4				6.2				16.14				17.93				28.91				10.58				4.43				10.23				3.25				5.84		
29-11				28.54				34.96				15.01				13.44				8.28				28.96				13.08				8.44				4.79				16.05				13.78				28.56				7.71				3.19				9.39				4.29				5.66		
29-12				12.66				10.96				9.0				9.0				6.3				19.71				17.51				4.16				4.54				15.79				11.44				27.91				5.12				5.42				11.31				10.3				3.1		
29-13				19.88				16.91				12.78				12.78				8.6				24.54				29.36				6.95				6.38				19.74				14.02				31.76				7.95				9.43				17.92				13.0				4.3		
29-14				22.77				22.06				15.92				15.39				11.33				29.94				33.88				10.08				8.9				28.1				14.57				27.32				10.24				7.99				12.32				14.71				7.84		
29-15				12.51				18.01				12.28				24.53				11.36				28.0				45.45				9.16				15.07				28.98				18.8				26.98				10.2				18.62				20.87				20.24				7.07		
29-16				15.28				27.69				16.53				18.35				13.51				16.92				48.07				13.29				11.55				55.64				13.72				16.97				12.86				15.71				23.9				18.45				11.06		
29-17				13.75				17.1				14.7				15.67				12.67				16.63				50.74				10.9				12.65				50.91				12.85				36.58				11.83				12.8				19.92				13.6				9.88		
29-18				10.61				13.41				13.82				18.84				12.46				18.92				50.65				13.3				16.76				46.29				15.65				26.81				11.49				10.15				34.57				10.39				7.74		
29-19				14.61				15.25				14.11				13.64				12.94				14.67				34.72				11.94				9.94				29.94				8.83				24.99				12.37				8.56				24.16				8.95				12.84		
29-20				14.0				11.8				12.63				19.02				11.09				21.44				45.67				12.08				7.52				27.84				14.0				21.8				9.97				7.92				17.76				8.01				10.56		
29-21				13.54				11.41				8.81				11.33				7.11				17.59				26.77				9.41				7.47				27.57				8.05				10.96				7.45				5.43				14.09				4.66				8.5		
29-22				14.48				13.44				11.46				15.01				9.03				30.29				32.81				10.46				9.12				42.09				13.61				20.83				9.9				5.86				25.91				3.96				10.08		
29-23				14.71				16.15				11.27				12.63				9.57				18.55				30.16				9.8				7.36				29.33				9.16				15.31				8.96				3.56				18.62				3.13				9.4		
29-24				15.67				15.41				11.82				13.41				9.66				20.02				16.26				9.76				5.48				23.2				9.65				34.02				9.15				4.15				10.87				4.19				5.87		
30-01				23.48				20.43				16.21				16.48				12.06				26.4				20.48				11.3				7.14				27.41				14.57				17.91				10.6				6.12				20.23				11.95				6.38		
30-02				17.27				17.34				13.95				22.84				10.29				40.83				26.14				8.74				8.72				25.09				22.88				173.74				8.77				13.55				25.09				13.87				5.62		
30-03				21.91				31.25				35.32				70.57				30.44				150.63				67.32				19.89				29.03				39.6				75.25				386.09				25.41				24.61				43.69				28.64				15.19		
30-04				11.21				15.71				20.62				62.72				17.9				116.4				39.19				12.46				23.08				24.08				54.82				410.12				15.67				17.58				26.61				15.79				10.46		
30-05				22.48				51.58				49.2				61.0				25.03				163.93				50.79				14.58				22.64				61.56				79.14				336.42				19.56				13.77				23.75				14.04				10.57		
