DATE				SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat		SiteID	Lon	Lat
DD-HH				DAWS	-139.11	64.05		FSIM	-121.23	61.76		FSMI	-111.95	60.02		GILL	-94.64	56.38		MCMU	-111.21	56.66		RANK	-92.11	62.82		TALO	-93.55	69.54		WGRY	-120.03	51.88		BRD	-99.97	49.87		CBB	-105.03	69.12		FCC	-94.09	58.76		IQA	-68.52	63.75		MEA	-113.35	54.62		OTT	-75.55	45.4		RES	-94.89	74.69		STJ	-52.68	47.6		VIC	-123.42	48.52		

				max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			max(dB/dt)			
07-09				184.19				363.13				340.14				174.12				94.36				74.53				40.66				30.41				28.8				51.79				181.08				54.22				53.07				17.19				27.69				10.84				18.66		
07-10				113.13				121.91				82.39				52.17				37.82				60.13				22.0				16.85				13.16				22.7				64.53				72.46				23.43				10.58				22.78				12.46				13.01		
07-11				239.31				149.58				119.83				88.42				54.87				84.37				43.64				21.2				16.22				33.11				99.98				102.05				30.75				11.54				41.38				17.38				15.91		
07-12				807.22				516.86				423.53				265.19				292.22				146.95				102.04				83.77				64.1				103.27				332.24				207.23				169.82				36.27				97.33				47.85				47.31		
07-13				837.34				381.85				371.01				291.83				289.17				256.4				112.28				104.59				50.17				143.36				281.9				178.65				211.75				40.8				105.82				47.64				56.44		
07-14				334.39				444.6				341.63				132.71				120.36				538.65				133.14				44.07				39.69				248.55				242.37				216.4				76.02				28.97				79.99				26.06				36.52		
07-15				514.21				460.1				359.07				221.84				177.4				510.21				284.58				52.67				55.66				309.57				257.56				494.88				103.36				54.78				183.52				28.07				32.88		
07-16				547.2				312.6				215.71				133.74				119.74				370.9				254.27				92.41				80.06				225.65				143.42				209.81				100.88				59.99				154.04				37.56				69.18		
07-17				661.38				354.23				257.97				245.43				132.7				360.39				209.72				78.88				99.67				181.23				226.15				381.17				94.53				47.53				145.09				53.44				54.5		
07-18				272.2				208.1				136.06				150.29				95.19				204.03				138.56				61.18				75.28				130.63				137.41				360.4				71.34				33.3				135.13				37.16				44.22		
07-19				257.36				239.91				164.17				200.05				96.81				278.5				221.96				52.64				61.38				268.03				181.46				456.75				65.95				60.0				127.06				62.61				35.0		
07-20				184.22				162.52				149.17				162.3				102.05				327.91				241.07				41.01				60.38				237.17				157.58				246.46				60.97				36.71				95.05				39.37				26.33		
07-21				212.96				168.31				187.39				285.75				170.91				366.68				177.06				51.61				113.57				213.06				271.3				236.82				98.94				85.3				146.96				108.81				37.84		
07-22				216.43				179.04				173.64				231.91				175.43				207.88				175.77				57.21				120.85				191.22				253.04				305.54				125.16				59.13				195.14				59.03				49.92		
07-23				268.95				229.25				160.07				183.5				151.49				203.58				154.08				55.88				69.4				183.4				138.52				163.62				121.98				37.55				158.33				29.5				32.8		
07-24				204.19				164.79				152.6				157.99				101.37				161.96				121.79				34.63				36.02				131.96				108.98				173.39				77.45				48.78				94.68				68.36				18.0		
08-01				206.98				267.07				303.39				382.43				255.77				847.98				269.38				121.69				163.85				154.34				372.22				1503.19				181.72				148.27				132.56				141.75				89.13		
08-02				115.34				133.6				138.36				287.45				103.38				265.01				155.25				76.8				92.22				105.28				219.52				708.64				81.89				71.08				122.89				59.38				45.77		
08-03				98.16				91.54				78.3				98.33				41.15				100.83				60.45				32.7				23.33				56.08				94.47				345.9				28.35				17.75				73.47				26.57				21.99		
08-04				282.73				437.86				643.43				1237.31				373.25				586.53				148.09				188.91				196.38				180.8				920.62				236.27				268.55				94.19				129.57				65.47				130.86		
08-05				266.03				741.09				910.1				1277.35				577.0				1079.47				210.95				209.12				211.77				205.13				1113.51				336.37				323.66				135.79				96.07				67.14				141.23		
08-06				220.3				594.59				694.24				423.53				388.21				205.4				129.58				79.47				110.57				117.12				162.57				170.93				166.4				49.1				77.17				40.54				46.03		
08-07				540.51				807.96				754.28				742.72				698.35				182.41				118.21				170.6				117.89				110.91				423.18				124.92				359.26				48.86				118.53				37.77				89.58		
08-08				1324.9				1091.34				661.1				562.37				637.67				136.42				77.63				182.39				105.91				136.66				377.47				139.21				374.37				44.31				67.1				26.1				93.65		
08-09				1195.23				1099.35				615.9				368.92				469.1				521.51				291.84				104.33				82.82				512.81				442.03				345.41				261.05				34.73				141.57				27.1				49.56		
08-10				441.53				673.64				536.48				451.25				321.37				394.71				118.61				81.78				50.42				191.95				410.46				355.83				161.07				35.47				67.23				23.0				45.91		
08-11				535.35				494.93				555.17				417.48				213.11				411.18				125.89				40.23				39.03				186.63				519.69				519.18				83.16				25.66				67.52				21.3				28.27		
08-12				794.58				743.03				991.64				482.0				593.52				583.83				150.84				112.09				49.62				194.23				751.98				548.98				179.51				21.01				102.5				30.29				77.98		
08-13				691.62				650.96				785.81				401.69				551.11				202.65				111.4				164.57				88.74				121.54				536.86				250.75				268.81				53.59				111.84				48.16				84.55		
08-14				709.03				488.89				547.14				285.49				416.13				254.31				90.78				167.46				88.27				103.84				313.44				298.95				225.73				43.5				62.06				40.39				88.3		
08-15				453.9				303.6				187.57				148.55				106.42				356.81				356.81				55.37				42.88				212.25				147.25				256.83				78.76				34.41				118.64				19.79				31.39		
08-16				429.83				176.03				125.09				121.83				106.94				207.39				207.39				67.86				50.02				150.99				111.4				167.67				92.47				35.48				108.22				20.78				45.02		
08-17				312.5				219.32				153.77				105.73				73.66				206.74				229.48				40.6				26.48				261.59				97.24				128.45				56.16				23.63				118.7				25.48				24.2		
08-18				160.55				189.99				121.39				114.28				72.45				260.0				374.85				39.93				30.53				388.2				112.3				168.62				61.93				15.97				192.3				15.51				24.9		
08-19				75.23				73.38				57.66				48.71				35.41				95.57				307.38				19.84				20.52				298.72				44.72				116.5				27.58				17.14				150.61				16.42				14.46		
08-20				77.69				79.6				63.13				67.93				37.84				124.43				155.78				19.06				23.28				180.68				70.33				181.42				28.17				21.71				66.89				20.17				14.66		
08-21				62.68				68.26				62.14				75.65				40.02				88.21				118.98				18.44				18.69				152.06				55.51				74.72				23.47				11.61				99.7				13.71				13.53		
08-22				66.63				84.67				76.71				119.41				52.5				194.85				142.56				22.83				25.31				177.22				87.6				149.55				33.21				16.02				87.58				12.25				9.05		
08-23				39.9				42.33				33.0				43.55				23.33				47.37				62.68				17.02				10.68				51.18				24.88				66.33				17.93				7.21				40.8				8.92				13.96		
08-24				62.16				62.03				50.2				47.69				27.45				82.48				56.13				17.04				10.04				72.12				45.27				42.28				19.83				9.26				68.67				16.04				11.96		
09-01				52.2				48.31				46.19				64.54				29.84				88.53				46.13				20.99				20.65				76.5				73.59				111.56				26.84				32.57				57.44				72.35				15.33		
09-02				53.54				47.25				58.34				98.47				30.45				61.81				45.75				14.04				15.97				38.14				75.99				623.35				21.2				18.82				40.03				46.85				8.94		
09-03				64.59				46.72				37.15				53.36				27.86				48.6				37.9				15.25				15.5				30.72				62.08				296.58				21.21				21.86				29.32				15.35				10.25		
09-04				48.87				73.85				86.82				165.06				53.72				96.7				96.7				16.12				31.26				34.25				288.16				235.93				25.35				18.36				42.33				15.94				10.4		
09-05				111.16				180.56				295.91				445.3				156.77				562.52				83.85				52.4				59.24				151.37				671.82				109.91				94.54				25.71				48.87				16.14				32.83		
09-06				227.43				479.75				592.6				378.95				268.06				484.34				110.34				60.24				49.75				388.34				346.26				96.93				131.76				22.41				62.41				32.02				32.74		
09-07				412.88				733.84				576.95				437.39				393.35				371.63				58.68				65.69				82.22				96.05				435.88				101.76				166.88				24.62				49.13				29.67				45.0		
09-08				679.17				1026.46				886.83				1048.06				394.28				139.47				85.42				79.56				132.18				186.6				449.61				116.37				190.78				41.65				68.65				25.94				45.09		
09-09				815.57				493.38				396.35				558.21				265.78				266.38				112.66				74.7				78.31				186.15				550.82				350.12				164.93				55.42				70.51				37.15				33.57		
09-10				699.91				360.03				223.34				424.75				305.97				147.02				104.38				86.95				52.93				93.4				253.72				289.51				185.08				21.09				62.4				23.46				37.27		
09-11				916.3				348.84				315.3				354.46				459.17				229.66				114.22				96.46				73.36				81.23				362.15				378.32				218.22				34.69				99.22				28.26				49.43		
09-12				1138.45				532.04				494.96				398.35				517.88				220.74				138.51				136.69				90.91				113.1				358.8				391.64				322.48				31.67				101.68				36.0				56.55		
09-13				730.12				517.61				550.49				241.5				232.45				423.97				423.97				82.05				64.47				140.73				257.42				289.73				172.32				31.37				124.08				25.95				50.21		
09-14				205.52				143.1				99.59				110.31				63.04				233.53				233.53				24.78				23.05				133.6				84.79				140.87				44.66				18.53				104.49				15.1				18.35		
09-15				118.54				129.11				80.56				72.72				37.71				147.11				157.9				20.74				16.97				153.66				54.72				84.07				32.0				17.7				129.19				14.15				15.04		
09-16				150.7				110.18				67.51				56.22				46.89				120.29				243.09				29.57				29.73				153.96				49.78				145.77				36.41				24.3				154.8				26.32				20.07		
09-17				304.75				169.36				104.85				119.66				76.54				177.1				160.99				57.66				51.5				143.68				118.12				202.22				65.21				40.57				85.63				26.23				46.14		
09-18				324.68				276.83				178.45				173.2				86.17				437.9				288.87				37.11				45.27				294.29				175.7				483.09				56.11				45.91				159.23				37.4				25.37		
09-19				206.62				213.15				139.21				183.78				82.42				350.68				300.5				38.03				42.0				352.43				130.65				515.56				56.66				35.73				176.82				43.41				24.02		
09-20				106.19				133.55				96.03				143.11				57.05				253.15				259.53				29.98				26.52				294.23				110.45				217.35				35.92				22.25				134.77				23.02				20.47		
09-21				63.01				82.68				86.58				104.65				51.78				247.83				125.86				23.88				27.75				146.43				120.61				230.67				38.08				16.51				112.52				24.95				16.45		
09-22				150.58				132.97				99.54				138.29				93.05				220.49				137.09				30.37				40.45				118.44				175.96				836.57				53.52				54.52				165.05				51.2				22.9		
09-23				103.78				102.28				70.5				64.77				53.87				100.12				61.96				26.07				22.51				118.28				62.67				166.68				33.55				20.15				56.52				33.15				21.78		
09-24				115.21				73.8				45.66				62.28				44.78				115.24				74.71				28.24				19.25				106.73				56.88				64.55				37.66				15.43				86.57				20.82				16.19		
10-01				139.84				91.85				60.96				63.58				50.28				91.47				65.82				31.9				25.98				95.5				42.47				306.66				42.83				24.6				72.53				26.2				18.51		
10-02				91.67				124.82				144.46				144.46				114.55				370.54				442.96				63.15				77.47				261.06				201.03				1149.63				87.73				57.18				93.99				41.56				43.24		
10-03				65.21				73.14				80.03				93.16				62.61				221.89				246.41				39.7				32.0				249.52				127.45				406.59				49.66				16.92				99.28				24.72				28.87		
10-04				39.93				14.58				10.72				21.72				12.74				56.3				29.58				9.55				9.36				42.39				29.24				116.23				12.79				9.01				26.17				8.86				6.1		
10-05				31.88				19.07				15.39				19.96				8.56				34.34				26.2				6.49				5.55				38.61				27.37				95.67				8.97				5.66				28.51				8.49				4.96		
10-06				28.64				32.49				32.44				41.76				18.41				109.48				30.73				9.73				9.33				34.45				97.26				30.99				11.97				8.33				30.94				9.52				5.93		
10-07				23.77				28.21				29.9				44.99				16.45				110.07				37.51				9.04				9.76				40.67				76.74				53.38				10.62				8.31				20.91				7.34				6.89		
10-08				32.75				62.24				62.83				36.84				20.07				33.67				41.8				9.6				6.99				44.66				51.8				64.5				13.45				6.93				32.59				7.54				6.63		
10-09				49.8				84.07				67.89				52.98				28.28				29.66				33.9				11.65				9.84				24.95				82.63				101.59				18.66				8.88				25.91				11.35				9.46		
10-10				208.35				180.21				129.29				102.13				75.74				82.68				59.22				21.99				18.21				56.3				104.51				124.62				44.18				12.16				61.13				12.19				12.21		
10-11				579.32				335.92				236.66				250.74				158.43				93.73				59.09				46.81				35.64				86.47				141.63				159.75				93.89				17.14				71.58				13.39				30.19		
10-12				473.5				543.71				352.49				179.22				143.51				115.64				62.15				47.37				47.42				85.2				334.36				273.92				84.32				22.7				54.76				20.71				29.56		
10-13				937.3				898.45				686.71				248.36				297.8				204.79				56.77				98.68				53.67				68.24				447.88				264.39				184.48				25.79				64.37				23.51				56.31		
10-14				995.72				1079.28				833.28				204.55				224.43				754.89				236.85				79.1				65.29				403.52				571.8				291.25				134.97				44.57				123.82				44.93				55.28		
10-15				825.42				501.28				555.18				211.64				198.05				792.81				248.64				51.76				37.26				329.44				261.48				372.19				110.11				32.96				129.31				25.05				24.64		
10-16				424.55				484.21				310.43				131.94				97.09				388.49				269.77				47.46				37.19				237.28				166.34				270.16				62.82				17.53				154.5				12.43				29.55		
10-17				210.32				178.59				104.76				91.13				52.67				186.32				332.64				39.99				33.73				276.12				102.68				265.65				38.03				17.93				219.17				26.67				30.24		
10-18				311.08				198.48				127.4				104.38				71.63				180.87				206.58				49.84				48.14				220.51				105.9				295.32				56.21				30.75				111.85				29.44				40.42		
10-19				276.97				152.82				105.51				99.18				56.32				173.68				301.31				34.87				33.6				332.85				107.32				271.51				40.91				31.77				147.27				28.87				26.59		
10-20				135.01				147.82				141.69				148.48				76.95				164.47				133.32				40.89				40.41				166.73				144.78				285.3				44.97				34.57				175.95				69.39				35.41		
10-21				199.44				179.2				159.97				183.22				114.2				277.19				191.03				62.9				54.34				180.19				185.08				329.11				69.33				57.35				164.32				81.92				64.16		
10-22				178.39				153.47				112.38				123.68				95.77				155.78				183.73				40.6				33.6				193.74				85.92				238.83				59.71				25.74				144.27				30.35				29.47		
10-23				137.18				126.04				117.87				56.98				57.4				123.73				120.64				18.24				18.37				172.05				51.36				145.33				28.6				11.47				85.09				9.15				12.01		
10-24				124.41				154.77				126.62				126.62				74.92				138.95				95.93				25.13				23.59				168.84				90.0				69.97				43.52				13.72				93.11				9.26				15.83		
11-01				56.52				69.66				52.98				83.22				37.46				110.91				44.4				23.21				27.94				72.9				95.96				98.92				30.16				26.01				30.91				35.72				19.36		
11-02				81.27				120.31				162.79				354.16				127.96				512.21				160.3				39.85				61.99				115.12				396.99				1000.31				76.82				57.28				86.97				33.26				28.09		
11-03				88.91				101.28				137.49				198.63				75.71				220.07				67.22				19.64				30.94				48.08				222.97				253.79				55.37				26.68				57.87				40.33				13.77		
11-04				110.77				87.8				85.95				426.21				63.97				208.86				39.51				23.91				34.82				36.87				420.67				155.47				39.92				23.84				38.8				15.27				15.48		
11-05				61.9				94.71				190.9				263.99				85.51				313.84				33.98				38.91				34.24				45.63				406.31				44.85				53.41				17.38				30.33				11.2				24.66		
11-06				86.74				222.58				373.44				368.11				120.04				548.55				55.16				58.62				39.05				55.25				447.02				80.5				78.76				32.78				46.03				22.81				39.87		
11-07				259.61				561.42				638.88				492.81				283.67				726.16				119.52				87.2				67.9				288.82				525.08				174.43				156.59				30.73				49.57				26.77				52.12		
11-08				341.6				521.23				422.43				312.68				201.63				574.73				225.44				44.41				48.87				471.66				432.06				190.12				96.3				29.06				79.0				20.88				26.21		
11-09				489.86				435.51				451.99				361.61				238.23				228.19				81.45				49.22				55.02				165.61				383.29				232.16				111.53				21.78				66.25				15.73				34.81		
11-10				377.94				359.68				312.36				233.68				198.23				151.22				70.49				46.73				46.28				78.87				226.14				189.33				101.75				19.04				65.01				13.41				28.92		
11-11				260.43				126.31				138.29				98.92				71.69				89.79				77.83				24.43				15.43				56.71				82.26				223.73				44.92				9.23				58.14				10.98				13.07		
11-12				148.26				130.94				93.72				93.72				42.63				176.07				124.26				16.56				8.83				68.5				71.75				119.09				27.05				8.95				53.51				14.3				13.92		
11-13				264.41				126.32				75.89				75.89				51.56				151.43				84.72				29.52				23.81				67.86				62.33				86.75				41.61				20.29				79.81				23.08				19.37		
11-14				237.95				134.75				80.99				56.59				41.31				104.83				93.35				27.69				17.57				73.77				53.79				102.05				32.05				10.56				70.4				13.78				18.2		
11-15				89.41				77.05				85.39				64.09				37.22				141.7				146.54				19.67				23.14				113.54				54.44				133.33				26.84				22.72				106.87				22.26				15.01		
11-16				90.67				69.96				63.74				86.88				31.93				172.63				176.15				12.83				18.99				144.22				70.91				131.49				19.57				23.0				73.15				14.5				8.33		
11-17				51.74				48.83				41.04				42.39				24.41				89.67				160.45				13.49				16.34				167.1				35.41				105.93				17.04				17.17				85.55				14.76				7.6		
11-18				74.35				78.09				74.11				118.05				45.21				156.52				346.95				24.29				22.68				253.51				78.89				285.84				33.51				17.9				143.61				23.57				17.26		
11-19				70.24				60.58				38.87				29.28				26.77				60.72				150.15				19.69				21.94				135.94				30.39				101.17				20.41				18.96				99.07				18.72				12.67		
11-20				47.36				44.3				39.68				54.98				20.58				103.66				210.29				16.43				10.63				133.19				52.77				73.58				11.82				11.22				91.26				12.93				13.04		
11-21				30.74				33.93				26.52				43.48				13.99				48.62				133.28				14.4				11.1				137.52				36.1				111.49				11.66				11.42				83.48				8.82				13.83		
11-22				28.5				31.98				27.55				27.55				16.93				49.62				69.46				13.21				10.28				78.6				29.65				89.07				13.98				6.18				58.05				5.84				12.04		
11-23				48.7				43.1				33.84				30.62				21.19				47.73				58.57				13.82				9.32				69.13				25.82				60.21				14.08				8.37				31.52				7.17				10.83		
11-24				62.72				55.26				42.42				42.89				23.33				70.6				66.93				13.82				9.93				88.03				34.21				51.31				16.35				6.3				43.13				7.9				7.9		
12-01				38.52				30.99				21.05				28.31				13.68				47.07				31.84				13.8				10.41				54.16				20.97				120.15				12.08				10.86				30.1				14.37				10.34		
12-02				39.12				33.77				26.06				30.12				15.82				33.12				28.12				11.24				10.53				30.79				25.22				199.64				13.02				12.61				28.2				10.5				6.44		
12-03				32.28				25.79				25.43				27.36				13.44				53.42				18.87				7.94				8.55				24.17				29.16				160.7				10.15				8.05				26.53				7.28				4.94		
12-04				31.5				48.74				75.7				94.27				38.69				421.69				421.69				20.96				31.64				53.14				178.45				529.25				27.87				21.93				33.84				18.24				15.04		
12-05				37.18				29.94				24.54				53.38				21.47				309.94				309.94				11.71				12.98				37.8				95.47				186.55				16.11				8.99				21.49				10.33				7.95		
12-06				35.64				28.04				29.12				32.9				13.6				127.51				27.69				7.39				5.83				35.02				53.93				92.06				9.11				7.16				30.87				10.55				6.31		
12-07				20.24				26.24				35.47				27.31				16.36				144.59				51.05				7.17				7.43				72.68				48.77				59.21				12.09				5.5				18.93				4.26				4.1		
12-08				143.5				299.4				265.67				74.8				79.08				45.6				41.65				28.75				21.54				60.07				113.22				79.97				46.49				7.95				39.69				6.86				19.02		
12-09				280.72				381.98				228.75				111.91				85.4				67.91				38.97				47.14				33.61				52.26				93.58				61.52				62.38				14.14				30.88				6.55				33.56		
12-10				351.64				310.09				185.91				110.19				76.18				181.33				52.77				33.3				19.89				82.86				126.13				111.87				46.71				9.8				36.89				8.03				20.48		
12-11				370.86				210.25				139.55				84.71				85.14				143.97				58.89				44.44				23.35				67.67				112.42				148.68				56.71				13.0				61.05				11.07				32.82		
12-12				253.22				173.85				135.0				89.37				69.96				117.5				70.16				35.36				24.32				63.36				100.9				98.4				47.22				10.34				49.43				6.95				22.76		
12-13				94.82				53.15				42.31				40.16				20.97				91.92				53.79				8.43				7.42				51.23				40.07				49.76				13.01				8.56				42.05				14.3				8.28		
12-14				54.08				46.05				33.82				27.68				18.18				59.3				76.43				6.38				8.64				50.97				23.92				32.36				11.06				16.26				53.51				15.32				4.56		
12-15				27.98				27.26				17.63				29.03				12.79				37.36				89.15				8.72				12.49				83.83				20.54				53.09				10.0				18.26				75.11				15.92				6.56		
12-16				21.62				20.08				14.41				19.71				11.39				32.54				109.14				11.04				13.21				80.52				16.98				37.8				10.02				21.03				74.33				9.89				9.54		
12-17				23.51				27.94				21.99				28.12				16.68				44.96				119.52				12.02				20.57				125.1				29.61				48.12				12.83				23.04				70.26				8.93				6.72		
12-18				37.23				40.58				30.77				39.84				22.48				63.96				140.47				17.66				13.2				104.49				31.31				182.39				17.31				13.72				120.9				16.61				11.49		
12-19				16.6				18.7				13.66				16.02				14.47				27.62				82.82				16.62				15.24				63.77				18.38				36.11				12.15				10.69				62.48				8.19				12.29		
12-20				31.82				34.23				28.05				24.94				18.42				40.37				75.75				15.69				7.87				63.07				21.21				56.94				12.44				9.04				53.21				7.27				11.74		
12-21				21.39				26.57				28.27				33.24				19.34				52.9				69.45				8.95				13.22				80.88				32.58				56.49				13.34				11.58				47.14				11.47				6.87		
12-22				21.97				16.99				16.67				28.08				12.38				59.18				92.18				16.98				12.28				76.78				25.82				69.77				13.41				8.65				59.58				17.16				14.58		
12-23				39.65				43.95				32.71				29.33				19.19				39.03				63.91				11.6				7.68				105.64				26.9				41.28				13.75				6.36				56.11				4.82				6.84		
12-24				21.91				27.26				20.36				21.74				10.35				26.36				55.55				7.37				6.49				55.84				19.17				59.24				6.62				5.12				25.89				7.46				6.37		
13-01				17.33				17.39				13.78				11.62				8.96				28.02				27.16				6.71				5.55				32.84				8.88				75.46				7.35				5.09				29.03				8.89				4.15		
13-02				36.03				43.13				31.84				31.98				20.91				54.29				44.38				11.12				8.16				51.36				25.9				70.67				15.48				6.75				33.68				7.12				6.69		
13-03				24.54				28.15				18.77				26.94				12.69				77.61				30.31				11.25				6.27				43.19				32.5				152.45				10.32				6.11				28.83				11.31				7.26		
13-04				43.04				86.12				93.7				156.75				62.13				628.52				112.06				32.97				50.14				110.34				216.78				230.72				45.66				39.77				43.5				37.83				21.72		
13-05				35.31				49.63				67.23				87.91				47.67				445.87				78.62				26.99				23.86				135.34				207.35				416.97				36.88				18.89				32.19				21.12				21.26		
13-06				32.91				32.67				32.35				31.69				15.93				111.31				50.26				15.52				11.59				53.38				44.66				80.81				13.82				10.79				31.87				11.23				11.65		
13-07				41.17				49.75				36.01				46.0				14.05				62.35				27.07				16.99				12.89				39.64				54.5				73.16				13.55				13.32				39.52				16.03				12.43		
13-08				79.7				184.31				154.62				78.83				36.3				36.83				22.49				16.62				12.09				32.43				100.35				85.81				23.12				14.2				32.29				16.96				11.8		
13-09				55.02				93.54				108.51				42.96				25.08				67.56				22.73				11.56				9.46				21.74				87.02				62.94				12.97				7.85				22.36				9.28				8.86		
13-10				48.64				48.24				39.74				25.0				14.31				45.0				29.58				6.59				5.6				30.92				27.79				40.4				8.23				5.91				24.59				5.8				4.56		
13-11				30.79				33.7				19.13				18.8				10.07				51.8				27.32				7.48				7.04				45.07				21.24				48.47				8.69				6.14				30.35				10.02				5.42		
13-12				13.13				14.49				14.74				11.89				9.87				23.99				33.06				5.31				3.76				23.41				12.09				26.47				7.62				5.92				18.48				9.88				4.99		
13-13				43.84				35.6				39.73				46.69				27.49				98.81				104.79				18.81				14.28				58.1				34.28				86.29				23.33				21.13				60.22				18.87				13.3		
13-14				18.52				15.74				16.14				21.44				9.39				46.99				75.88				8.13				8.13				42.27				18.51				24.99				6.54				10.37				32.89				14.71				4.91		
13-15				43.78				36.9				33.95				37.9				18.44				124.8				149.84				10.46				10.46				129.68				33.51				73.13				13.42				11.26				85.39				17.06				6.45		
13-16				70.86				73.57				61.64				70.57				39.93				114.47				274.67				26.7				35.47				222.56				67.77				134.02				33.28				24.48				128.37				29.47				20.47		
13-17				483.69				196.14				113.95				103.68				83.0				136.52				285.11				69.59				55.7				219.88				73.1				191.35				76.9				50.62				157.8				35.42				50.45		
13-18				567.96				287.27				235.21				318.06				198.29				410.56				158.98				98.33				104.34				150.17				226.65				274.14				130.3				47.29				129.99				52.51				71.56		
13-19				298.28				299.25				264.28				256.71				144.45				250.1				346.53				62.12				65.14				450.85				228.85				319.86				97.26				66.83				144.67				70.87				46.85		
13-20				172.83				193.78				209.78				253.73				145.28				118.06				224.45				50.95				49.56				192.84				177.16				168.19				86.72				49.61				161.7				45.47				26.95		
13-21				105.24				103.56				120.62				107.21				60.52				103.4				142.5				25.28				21.32				113.69				74.81				123.63				37.52				22.81				177.33				23.59				15.13		
13-22				98.75				104.3				117.76				141.84				67.96				284.85				183.15				40.11				46.59				228.7				187.05				173.63				56.1				41.99				97.06				30.08				29.26		
13-23				117.14				84.05				77.52				119.55				69.66				174.79				79.81				39.06				43.66				101.17				154.6				179.38				55.0				29.86				82.67				39.61				28.97		
13-24				81.16				69.82				52.48				80.64				38.57				135.21				88.45				19.08				20.86				123.18				90.25				276.47				29.49				20.96				65.07				24.34				17.97		
14-01				118.3				90.59				67.29				60.32				45.81				103.89				88.09				26.01				19.0				102.54				57.54				128.26				37.06				11.47				73.72				10.47				18.77		
14-02				44.43				37.25				21.24				30.33				21.24				33.85				35.16				15.12				11.12				29.97				18.48				60.94				13.34				5.91				16.27				6.12				8.38		
14-03				77.66				61.89				36.18				26.18				27.69				36.41				30.85				18.34				13.23				39.26				31.58				56.96				24.13				9.85				29.77				10.32				12.16		
14-04				32.22				28.63				20.32				27.83				13.63				42.1				25.54				9.63				7.07				22.47				26.01				54.73				10.3				8.21				19.17				7.61				5.3		
14-05				41.81				30.69				20.77				18.95				13.69				32.91				29.45				10.54				6.89				27.16				26.36				69.6				10.98				6.52				25.99				5.94				7.05		
14-06				30.63				18.96				15.33				15.5				9.21				21.67				18.36				7.39				6.11				18.5				14.93				29.62				8.67				7.1				16.54				6.56				4.43		
14-07				37.99				57.22				111.87				90.22				36.64				172.21				31.97				17.87				16.46				30.62				142.54				40.7				23.62				11.21				16.71				9.04				10.07		
14-08				40.51				67.83				86.36				54.01				26.97				43.83				24.97				12.48				15.01				33.78				79.25				32.38				18.38				9.44				21.1				6.75				8.65		
14-09				33.25				38.97				24.56				22.95				9.87				25.69				17.09				4.65				2.9				13.85				25.5				37.81				6.25				4.19				11.31				5.42				2.73		
14-10				78.92				97.93				66.14				53.05				29.61				66.98				36.41				13.41				13.2				24.12				70.86				107.23				20.57				13.26				29.86				16.38				10.42		
14-11				311.09				274.8				210.07				76.19				74.67				107.99				48.79				27.67				20.08				44.54				118.95				146.45				51.86				10.22				47.46				13.11				18.17		
14-12				285.06				259.28				224.35				104.84				81.97				182.45				73.74				30.11				21.19				56.07				157.04				204.9				53.0				13.26				53.57				21.43				15.34		
14-13				149.69				125.46				93.75				60.04				44.58				151.32				97.06				19.72				16.43				91.94				75.69				132.09				30.02				16.94				85.59				18.33				15.83		
14-14				44.13				34.94				29.31				34.39				22.04				72.92				100.62				13.57				13.05				58.46				28.39				51.51				17.21				12.63				67.96				14.63				7.69		
14-15				69.95				57.54				38.42				38.08				23.23				58.97				228.75				14.81				15.21				160.27				28.63				77.89				18.54				18.21				107.83				24.55				9.03		
14-16				51.73				47.28				37.34				35.94				21.81				53.05				156.81				16.17				15.27				126.79				21.82				81.9				16.44				17.55				107.73				20.16				8.57		
14-17				63.05				52.88				45.39				39.23				33.98				59.59				160.52				22.76				19.08				137.09				30.92				73.87				26.44				19.95				145.04				19.66				13.46		
14-18				37.86				42.23				33.34				35.84				22.81				52.65				130.85				16.45				13.22				114.61				30.33				107.53				17.49				21.33				206.82				21.25				10.4		
14-19				47.61				49.98				45.91				71.65				32.71				84.35				213.88				23.21				17.05				130.75				40.09				105.79				24.38				13.24				197.6				14.48				15.68		
14-20				28.52				32.21				27.24				43.56				18.71				67.8				113.71				15.18				13.17				72.53				25.4				83.74				16.0				10.08				188.51				11.33				13.59		
14-21				27.95				36.31				28.77				53.65				23.15				65.44				98.63				17.43				13.91				96.5				36.24				66.12				16.95				14.84				131.62				11.09				11.65		
14-22				49.27				46.5				33.89				53.27				29.46				60.5				100.76				24.2				14.69				118.18				38.69				74.28				25.72				10.47				103.1				9.51				11.61		
14-23				62.37				121.36				82.88				92.23				49.84				88.95				142.71				30.24				22.5				136.7				60.91				66.18				37.15				13.76				115.82				10.23				17.24		
