'BACK', 'FCHP', 'FCHU', 'FSIM', 'FSMI', 'GILL', 'LGRR', 'MCMU', 'MSTK', 'NORM', 'POLS', 'RABB', 'THRF', 'VULC', 'WEYB', 'WGRY', 'BLC', 'BRD', 'CBB', 'FCC', 'IQA', 'MEA', 'OTT', 'RES', 'STJ', 'VIC'
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.3345500320046479, 0.12420655773699112, 0.2083731758831224, 0.2340527249943015, 0.19935665472535163, 0.1545791707944997, 0.7849234338753925, 0.08715013890649093, 0.06898594621670741, 0.20074160313170325, 0.10799874365676938, 0.15431097943516953, 0.46388936489830157, 0.14035387291061033, 0.14851646299534219, 1.0, 0.25152889324870986, 0.0713563013107642, 0.20171245706398105, 0.18251476880056094, 0.5657744565848274, 0.06231525241199905, 0.1979589260532425, 0.5309469160734273, 0.25434318019897734, 0.5501800037713666
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.1883326460213779, 0.1065825566123023, 0.06949463376301022, 0.3414733331774287, 0.21460285171080304, 0.06961377939504529, 1.0, 0.07852658759963553, 0.06966092448046662, 0.3843036945980336, 0.07328298173024057, 0.09349862660381392, 0.28901642732078736, 0.11010320350416584, 0.11306919768555805, 0.4276171056320513, 0.2732655785768257, 0.054949534647274804, 0.39653133010459174, 0.06874467253169933, 0.37441932612289225, 0.05122598148589641, 0.12872217121030194, 0.6942690924718955, 0.23553882591675301, 0.5923399077170528
0.19882663485856325, 0.14608527805916138, 0.09907088151876221, 0.12485719968202771, 0.19573322083322647, 0.1523302482961276, 1.0, 0.1136091600162795, 0.09360703070281258, 0.12803739697368413, 0.11130954432036849, 0.12053806933101431, 0.10854205870033823, 0.09290865095331763, 0.09400743975943507, 0.24396482198454372, 0.1051784657405289, 0.06151776508477735, 0.13409399524005888, 0.08694692529448259, 0.22842882838371228, 0.056140363857925236, 0.1688843617046518, 0.22275580259132177, 0.37139358110649207, 0.6011629152343463
0.19882663485856325, 0.14608527805916138, 0.09907088151876221, 0.12485719968202771, 0.19573322083322647, 0.1523302482961276, 1.0, 0.1136091600162795, 0.09360703070281258, 0.12803739697368413, 0.11130954432036849, 0.12053806933101431, 0.10854205870033823, 0.09290865095331763, 0.09400743975943507, 0.24396482198454372, 0.1051784657405289, 0.06151776508477735, 0.13409399524005888, 0.08694692529448259, 0.22842882838371228, 0.056140363857925236, 0.1688843617046518, 0.22275580259132177, 0.37139358110649207, 0.6011629152343463
